date,source,title,score
2024-08-24,unknown,Armored vehicles for war? German defense industry now is profiting,
2024-08-24,the-times-of-india,"Blasting US sanctions on firms with Russia links, Beijing says will 'adopt necessary measures'",
2024-08-24,cbc-news,Ukrainians mark Independence Day in St. John's amid ongoing war against their home country,
2024-08-24,rt,EU state’s leader spouts ethnic slur at Russians,
2024-08-24,unknown,"Reuters staff member missing, others injured, after Russian strike on Ukraine hotel - CNN",
2024-08-24,unknown,"Ukraine Hotel Where Reuters News Team Was Staying Is Hit, Agency Says - The New York Times",
2024-08-24,unknown,"Ukraine has captured scores of Russian soldiers in Kursk offensive, videos show",
2024-08-24,unknown,Zelenskyy says Trump wants to 'stop the war' - as Ukraine 'takes control' of more settlements in Kursk,
2024-08-24,unknown,Ukrainian shelling kills 5 in border area; Russian missile hits hotel with reporters,
2024-08-24,unknown,"Polish Business Should Help Bolster Defense Against Russian Threat, Says Leading Entrepreneur",
2024-08-24,the-irish-times,Russian mercenaries more active in Africa since death of Wagner group leader,
2024-08-24,unknown,"Russia strikes a hotel housing journalists, while 5 people die in Ukrainian shelling of Belgorod",
2024-08-24,unknown,Reuters says team member missing in Russian strike on east Ukraine hotel,
2024-08-24,cbs-news,Reuters journalist missing after hotel in Ukraine hit in Russian attack,
2024-08-24,unknown,Ukrainians Were Told To Prepare For A Difficult Winter,
2024-08-24,rt,Pope condemns Zelensky crackdown on Ukraine’s largest church,
2024-08-24,rt,Ukraine’s embassy in African state helps terrorists – RT’s source,
2024-08-24,unknown,Kursk operation: What Ukraine achieved so far and potential future gains - Kyiv Independent,
2024-08-25,unknown,"Biden, Modi discuss Ukraine war after PM's visit, situation in Bangladesh",
2024-08-25,unknown,Kyiv warns Belarus to pull its troops back from the Ukrainian border or risk making a 'tragic mistake' as 'Wagner forces join war games on frontier' amid growing fears Lukashenko may order invasion,
2024-08-25,unknown,"Modi, Biden affirm support for peaceful end to Ukraine conflict",
2024-08-25,unknown,Telegram Turmoil Threatens Dominant Chronicle of the War in Ukraine,
2024-08-25,unknown,China objects to new sanctions on firms aiding Russia,
2024-08-25,unknown,"Russia's attack on Kryvyi Rih kills at least one, Ukrainian officials say",
2024-08-25,rt,Trump lauds Russia’s ‘winter fighting’,
2024-08-25,financial-post,"Biden, Modi Discuss Ukraine After Indian Leader’s Visit to Kyiv",
2024-08-25,unknown,Black Monday. Devastating Blow To EnergySector. Russia’s ImpeccableTactics,
2024-08-25,unknown,"Russia Launches Missile, Drone Attack On Ukrainian Energy Facilities",
2024-08-25,unknown,"Biden, India's Modi discuss Ukraine war, Indo-Pacific, U.S. says",
2024-08-25,unknown,"Anticipating War Through 2025, Ukraine Is Standing Up New Mechanized Brigades",
2024-08-25,unknown,"Russia's deadly overnight barrage of missiles and drones hits over half of Ukraine, officials say",
2024-08-25,unknown,Reuters journalist in critical condition after strike on Ukraine's Kramatorsk,
2024-08-25,bbc-news,Ukraine pummelled by Russian air attacks,
2024-08-25,unknown,Russia's largest attack on Ukraine just showed that its Black Sea Fleet is still dangerous despite its heavy losses,
2024-08-25,business-insider,Russia's largest attack on Ukraine just showed that its Black Sea Fleet is still dangerous despite its heavy losses,
2024-08-25,unknown,Russia Pounds Ukraine With 'One of Largest Strikes' of War...,
2024-08-25,unknown,Zelenskiy Wants Kursk Incursion to Nudge Russia Toward Peace,
2024-08-25,unknown,‘Worth Billions’: Defense Contractors Set To Hit Gold Rush Amid Record Weapons Orders,
2024-08-25,unknown,Ukrainians accidentally reveal F-16s location!,
2024-08-25,unknown,Ukraine hit with massive missile strike from Russia | Reporter Replay,
2024-08-25,unknown,"Monday, August 26. Russia’s War On Ukraine: News And Information From Ukraine",
2024-08-25,unknown,"As Russia unleashed a massive air attack, Ukrainian civilians' resilience kicked in",
2024-08-25,unknown,Russia targets Ukraine energy sector in one of worst assaults to date,
2024-08-25,unknown,Russia Attacks Ukraine’s Energy Infrastructure,
2024-08-25,unknown,"""Bermuda Triangle"" for the Ukrainian Armed Forces",
2024-08-25,unknown,Russian Oligarchs’ Investments in Elon Musk’s X Raise Questions About Potential Putin Connections,
2024-08-25,unknown,War in Ukraine: The secret Ukrainian organization operating behind Russian lines,
2024-08-25,unknown,"Russia launches 'nightmare' deadly drone and missile strikes across Ukraine, Kyiv says",
2024-08-25,the-times-of-india,"Modi, Biden talk Ukraine; emphasise security for Hindus in Bangladesh",
2024-08-26,unknown,U.N. watchdog says Russian nuclear plant 'extremely exposed' if attacked,
2024-08-26,unknown,Ukraine’s Zelensky says Russia incursion is part of victory plan he intends to show Biden,
2024-08-26,unknown,PM Modi speaks to Vladimir Putin on his Ukraine visit,
2024-08-26,unknown,Zelenskiy to Present Plan to Biden on Forcing Russia to End War,
2024-08-26,cnn,Ukraine’s Zelensky says Russia incursion is part of ‘victory plan’ he intends to show Biden,
2024-08-26,unknown,Ukraine Claims Seizure Of 100 Settlements In Russia,
2024-08-26,the-times-of-india,"Day after Biden, Putin dials PM Modi over Kyiv trip",
2024-08-26,unknown,News Wrap: Russian missile and drone attacks across Ukraine kill at least 5,
2024-08-26,unknown,How Russia could use Pavel Durov’s arrest to finally bring Telegram under Kremlin control,
2024-08-26,rt,West wants to send ‘expensive’ Ukrainians back – Zelensky,
2024-08-26,unknown,Ukraine Deploys F-16s Against Russian Barrage but Says It Needs More - The Wall Street Journal,
2024-08-26,unknown,Ukraine says F-16s shot down some missiles in latest Russian barrage that killed 5,
2024-08-26,bbc-news,"Zelensky: Kursk incursion part of ""victory plan""",
2024-08-26,unknown,Ukraine to pitch Russian targets to DC as Harris-Biden administration resists deepening strike boundaries,
2024-08-26,unknown,Russian Nuclear Plant in 'Danger' of Incident Amid Ukraine War: UN Official,
2024-08-26,unknown,"Russia Is Literally Threatening Us With World War III, But Most People In The Western World Don’t Seem To Care",
2024-08-26,newsweek,Russian Nuclear Plant in 'Danger' of Incident Amid Ukraine War: UN Official,
2024-08-26,rt,Pentagon rebuffs Zelensky’s latest weapons plea,
2024-08-26,unknown,The US Army is telling its soldiers 'you have to look up' as it watches Abrams tanks face new threats in Ukraine,
2024-08-26,unknown,Ukraine’s F-16s Have Scored Their First Aerial Kills,
2024-08-26,unknown,"'Of course we are tired': After working for 2 years in the shadow of Russia's invasion, Stalker 2 developers see finally finishing the game as a way to tell the world, 'We are here'",
2024-08-26,unknown,From Ukraine to Israel: The Crucial Role of Helicopters in Stopping Drones,
2024-08-26,unknown,Zelensky: Ukraine has tested its own domestic-made ballistic missile,
2024-08-26,unknown,Nuclear Watchdog Begins Inspection of Russia’s Kursk Plant,
2024-08-26,cbc-news,"At least 6 dead in Ukraine as Russia fires further barrage of missiles, drones",
2024-08-26,business-insider,The US Army is telling its soldiers 'you have to look up' as it watches Abrams tanks face new threats in Ukraine,
2024-08-26,breitbart-news,India's Modi Pushes Putin Toward 'Dialogue and Diplomacy' After Trip to Ukraine,
2024-08-26,unknown,EU mulls training soldiers inside Ukraine,
2024-08-26,rt,West ‘playing with fire’ – Lavrov,
2024-08-26,unknown,How the Russian Establishment Really Sees the War Ending,
2024-08-26,the-times-of-india,"PM Modi dials Russian President Putin, speaks about his Ukraine visit",
2024-08-26,unknown,UEFA 2024/25 draw holds Thursday as Russian teams remain suspended,
2024-08-26,unknown,Super Micro Computer was accused of accounting red flags and dealings with sanctioned Russian companies,
2024-08-26,news24,"News24 | Deadly Russian strikes pound Ukraine for a second day, as Ukraine advances in Kursk",
2024-08-26,unknown,Is the Russian Army a Spent Force?,
2024-08-26,unknown,Russian missiles and drones strike across Ukraine and kill at least 5 people,
2024-08-26,unknown,"Putin warns United States of risk of World War Three once more. That's kremlin for ""holy borscht, the Ukraine keeps kicking our asses"" [Interesting]",
2024-08-26,rt,"Modi dials Putin, Biden after Ukraine visit",
2024-08-26,unknown,Why the pope just criticized Ukraine,
2024-08-26,unknown,MLRS Are the Next Evolution of Warfare in Eastern Europe,
2024-08-26,rt,Russia targets ‘critical airfields’ in Ukraine – MOD,
2024-08-26,unknown,"Ukraine control nearly 500 square miles of Russia's Kursk, says Army chief",
2024-08-27,unknown,Ukrainian channels now report up to 50 drones in Ukrainian airspace.,
2024-08-27,unknown,"Zelenskyy’s new plan to end the war, explained",
2024-08-27,unknown,"Fury, hope and changing gear with a sword - Ukraine's Paris preparations",
2024-08-27,unknown,"Ukrainian Military Depots, Railroad Terminal Struck in Sumy - Underground Network",
2024-08-27,unknown,"Ryan Evans, killed in Ukraine, played a vital role for Reuters",
2024-08-27,unknown,Reuters safety adviser killed in missile strike on hotel eastern Ukraine,
2024-08-27,unknown,"Spotlighting Deadly July for Civilians in Ukraine, UN Official Tells Security Council that “Horrific Devastation” Cannot Be Normalized",
2024-08-27,unknown,"First, it was Germany cutting the cash to Ukraine. Now Poland has bad news for Zelensky too.",
2024-08-27,unknown,"Russia bans entry to 92 U.S. journalists, lawyers, business people",
2024-08-27,unknown,Ukraine says fear of escalation among allies is major problem,
2024-08-27,unknown,ATACMS and Russia's Sanctuary,
2024-08-27,unknown,"If Ukraine’s Invasion Of Russia’s Kursk Oblast Was A Diversion, It Has Failed",
2024-08-27,unknown,Russian Region 700 Miles From The Border Struck For First Time By Ukrainian Drones,
2024-08-27,unknown,Ukrainian diplomat: Netanyahu lauded Ukrainian air defense in call with Zelenskyy,
2024-08-27,unknown,US Fits Ukrainian F-16s With 'Electromagnetic Warfare' Kit,
2024-08-27,newsweek,US Fits Ukrainian F-16s With 'Electromagnetic Warfare' Kit,
2024-08-27,unknown,Speech: Russia’s attacks on Ukraine are becoming more cowardly: UK statement at the UN Security Council,
2024-08-27,the-times-of-india,Will Russia bring Telegram under Putin's control after Pavel Durov's arrest? Here's what it could do next,
2024-08-27,unknown,"With unusual new shields, Ukraine's US-made Abrams tanks and Bradleys are taking hits but surviving, armorer says",
2024-08-27,business-insider,"With unusual new shields, Ukraine's US-made Abrams tanks and Bradleys are taking hits but surviving, armorer says",
2024-08-27,fox-news,"Russia faces ""difficult fight"" to retake Ukraine-held area, says top US spy",
2024-08-27,unknown,"Ukrainian forces make further gains in Russia's Kursk, Zelensky says",
2024-08-27,abc-news-au,"Coalition pledges to reopen Australia's empty embassy in Ukraine's capital, during visit to Kyiv",
2024-08-27,unknown,Ukraine Will Lose War Unless U.S. Steps Up: Former Top General,
2024-08-27,al-jazeera-english,Could fighting in Kursk lead to a nuclear disaster?,
2024-08-27,newsweek,Ukraine Will Lose War Unless U.S. Steps Up: Former Top General,
2024-08-27,unknown,Zelensky’s Gas Threats Making Europeans ‘Realize It’s Not Profitable to Go to War with Russia’,
2024-08-27,unknown,Ukraine first lady wants country’s kids to see themselves as ‘generation of winners’ not war victims,
2024-08-27,rt,Russian Paralympians denied French visas – sports body,
2024-08-27,unknown,A Russian missile strikes a Ukrainian city already in mourning for deaths in an earlier attack,
2024-08-27,abc-news-au,"Kirill wanted money for his family. To get it, he had to die for Putin",
2024-08-28,unknown,Netherlands Says Ukraine Can Use Its F-16s To Strike Russian Territory,
2024-08-28,newsweek,Netherlands Says Ukraine Can Use Its F-16s To Strike Russian Territory,
2024-08-28,unknown,F-16 Just Delivered by US Crashes During Russian Attack,
2024-08-28,rt,"Ex-Ukrainian president urges focus on Donbass, not Kursk",
2024-08-28,unknown,Zelensky’s Kursk offense blows up Harris-Biden’s Russia ‘reset’ dreams,
2024-08-28,unknown,Ukraine says one of its Western-donated F-16 warplanes has crashed - The Associated Press,
2024-08-28,unknown,Russia closes in on vital logistics hub experts say is critical to Ukraine’s front lines,
2024-08-28,unknown,Ukraine says one of its F-16 jets donated by the West crashed during Russian missile attack,
2024-08-28,unknown,Ukraine says one of its Western-donated F-16 warplanes has crashed,
2024-08-28,unknown,Disturbing version: Ukraine shot down its own F-16 fighter,
2024-08-28,unknown,"Thursday, August 29. Russia’s War On Ukraine: News And Information From Ukraine",
2024-08-28,unknown,Sanders Says 'Congress Must Investigate' War Profiteering by US Military Contractors,
2024-08-28,unknown,Ukrainian F-16 crashes during mission to shoot down Russian missiles,
2024-08-28,unknown,Exclusive: Top Ukrainian pilot killed when US-made F-16 fighter jet crashed - CNN,
2024-08-28,cbc-news,"Ukraine admits loss of F-16, which it says crashed while repelling Russian attack this week",
2024-08-28,unknown,"Senior Ukrainian officials to present Biden admin with list of targets in Russia this week, lawmaker says",
2024-08-28,unknown,"Ukraine F-16 destroyed during Russian attack, BBC told",
2024-08-28,unknown,Zelensky: “We Shot Down Some Of The Rockets With The Help Of F-16s,
2024-08-28,unknown,'More Died Than Remained Alive': Kyiv Honours Fallen Soldiers,
2024-08-28,unknown,‘More died than remained alive’: Kyiv honours fallen soldiers,
2024-08-28,unknown,EU's Top Diplomat Calls on Ukraine Allies to Allow Strikes Within Russia,
2024-08-28,news24,"News24 | One of Ukraine's precious F-16 fighters crashes, pilot dies repelling Russian strike",
2024-08-28,newsweek,EU's Top Diplomat Calls on Ukraine Allies to Allow Strikes Within Russia,
2024-08-28,unknown,New interactive map shows 245 targets in Russia that Ukraine could hammer with ATACMS if the US would let it,
2024-08-28,unknown,"Ukraine Confirms F-16 Crash, Pilot's Death",
2024-08-28,unknown,"First US-Made F16 Jet Downed In Ukraine During Combat, Pilot Killed",
2024-08-28,unknown,Ukraine’s New Long-Range “Attack Drone” Won’t be the “Wunderwaffe” That Some Imagine,
2024-08-28,unknown,Austin Praises Poland's Commitment to Ukraine's Security,
2024-08-28,unknown,Beijing and Washington Clash Over Russia Sanctions,
2024-08-28,unknown,Ukraine's top commander says fighting on Pokrovsk front 'exceptionally tough',
2024-08-28,rt,Ukraine confirms loss of first F-16,
2024-08-28,newsweek,"Ukraine Confirms F-16 Crash, Pilot's Death",
2024-08-28,unknown,UK and Ukraine urging America for approval of Storm Shadow missile strikes in Russia: reports,
2024-08-28,unknown,"U.S.-Made F-16 Crashed in Ukraine, Killing Pilot (Lara Seligman/Wall Street Journal)",
2024-08-28,unknown,"Russia bans 92 more Americans from the country, including journalists",
2024-08-28,unknown,Zelenskyy Demands Using US Weapons on Targets in Russia,
2024-08-28,unknown,Ukraine Has Lost Its First F-16,
2024-08-28,unknown,EU’s top diplomat ramps up pressure on Ukraine’s backers to permit strikes on targets inside Russia,
2024-08-28,unknown,"Alleging illegal content, France charges Telegram boss; Russia gives warning",
2024-08-29,unknown,The Biden administration has rejected a plan to send American contractors to Ukraine to maintain Western military equipment over concerns about safety,
2024-08-29,unknown,"Ukraine’s Zelensky fires Air Force chief, days after fatal F-16 crash - CNN",
2024-08-29,unknown,Poland won't allow Ukraine to join EU without resolving historical issues - Polish Prime Minister,
2024-08-29,unknown,Russia's New Soldiers Headed to Kursk Don't Have Artillery,
2024-08-29,unknown,Zelensky sacks Ukraine air force commander Oleshchuk,
2024-08-29,unknown,Zelenskyy fires Air Force chief following F-16 crash,
2024-08-29,unknown,Zelenskyy fires Ukraine’s air force commander after deadly F-16 crash - Al Jazeera English,
2024-08-29,cbs-news,"Sullivan's China trip, assistance for Ukraine's war against Russia",
2024-08-29,unknown,"""Just imagine the scene. Vladimir Putin steps off his presidential plane after touching down in Mongolia and, within seconds, he's in handcuffs"" [Unlikely]",
2024-08-29,unknown,Moscow accuses Europe of 'theft' as frozen Russian assets fund Ukraine defense,
2024-08-29,unknown,"Friendly Fire Fiasco: Ukrainian Army Shoots Down Its Own F-16 Jet, Pilot Killed",
2024-08-29,rt,Zelensky abruptly fires Air Force chief after F-16 loss,
2024-08-29,abc-news-au,"Russian bomb attack on Ukraine's second-largest city Kharkiv kills seven, including 14yo girl",
2024-08-29,bbc-news,Kharkiv under fire from Russia,
2024-08-29,unknown,Ukrainian president fires air force commander after fatal F-16 crash - The Associated Press,
2024-08-29,unknown,"Ukraine war: Girl, 14, killed as Russian strike hits Kharkiv playground - BBC.com",
2024-08-29,unknown,"Russian troops attack Pokrovsk ‘almost 60 times in one day’ as advance continues I Ukraine, Podcast",
2024-08-29,unknown,"Deadly strikes hit Russian, Ukrainian border cities",
2024-08-29,unknown,Kremlin says it has no worries about Putin visit to Mongolia despite ICC warrant for his arrest,
2024-08-29,unknown,Harris-Biden White House called ‘accomplice’ to deadly Russian strike on Ukraine,
2024-08-29,unknown,Zelenskyy fires Ukraine's air force commander after F-16 pilot dies in crash,
2024-08-29,unknown,Ukraine's President Fires Air Force Commander After F-16 Crash,
2024-08-29,al-jazeera-english,Zelenskyy fires Ukraine’s air force commander after deadly F-16 crash,
2024-08-29,unknown,"Russian bomb hits high-rise building in Ukraine's Kharkiv, killing seven",
2024-08-29,unknown,"Deadly Strikes Hit Russian, Ukrainian Border Cities",
2024-08-29,unknown,Russian mercenaries pulled out of Burkina Faso to defend Kursk: commander,
2024-08-29,unknown,Ukraine Air Force commander dismissed after F-16 crash - The Washington Post,
2024-08-29,cbs-news,Ukraine says it's gaining ground in Russian incursion as Sec. Austin hosts Ukrainian counterpart,
2024-08-29,unknown,"‼️ ""We are in deep trouble!"" — The Russian army might strike elsewhere, possibly in Kherson, according to a Ukrainian military source.",
2024-08-29,rt,Ukraine asks Asian country to arrest Putin,
2024-08-29,abc-news,US holds firm against Ukraine using American weapons to strike deep inside Russia,
2024-08-29,unknown,Ukrainian air force commander fired after fatal F-16 crash - CBS News,
2024-08-29,unknown,White House Rejects Plan to Send Americans to Ukraine to Maintain F-16s,
2024-08-29,unknown,Ukraine's Zelensky sacks air force chief after F-16 crash,
2024-08-29,unknown,Mali Alarmed That Weapons Supplied to Ukraine Fuel Terrorism in Sahel Region - Envoy to UN,
2024-08-29,unknown,Zelenskyy sacks air force chief after top pilot killed in F-16 crash,
2024-08-29,unknown,War in Ukraine: 14-year-old among dead in Russian strike on playground—Watch video,
2024-08-29,unknown,Trump Claims Ukraine War Has Killed 'A Million'—Here Are the Facts,
2024-08-29,unknown,"Zelenskyy fires air force commander, days after first F-16 crashed in Ukraine",
2024-08-29,unknown,Ukrainian air force video shows a Soviet-era fighter jet striking Russian bridges in Kursk with American-made glide bombs,
2024-08-29,unknown,Analysis: Russia moves forces to Kursk while intensifying push toward Pokrovsk,
2024-08-29,newsweek,Trump Claims Ukraine War Has Killed 'A Million'—Here Are the Facts,
2024-08-29,business-insider,Ukrainian air force video shows a Soviet-era fighter jet striking Russian bridges in Kursk with American-made glide bombs,
2024-08-29,nbc-news,Ukrainian President Zelenskyy fires air force commander after fatal F-16 crash,
2024-08-29,rt,ICC orders Asian country to arrest Putin,
2024-08-29,unknown,Readout of Secretary of Defense Lloyd J. Austin III's Meeting With Ukrainian Minister of Defence Rustem Umerov,
2024-08-29,unknown,Just as Planned? How Ukraine's Downed F-16 Jet May Affect Western Military Aid,
2024-08-30,unknown,"In February, 31 M-1 Abrams Tanks Stood Between The Russians And Pokrovsk. Today, Maybe Half Are Left.",
2024-08-30,unknown,Ukraine's Zelenskiy presses US to greenlight deeper strikes into Russia - Reuters.com,
2024-08-30,unknown,Russia pushes on key Ukraine city while Kyiv's Kursk incursion slows,
2024-08-30,unknown,Ukrainian president fires air force commander after fatal F-16 crash - Defense News,
2024-08-30,unknown,Russian activist speaks out in spy case after prisoner swap,
2024-08-30,unknown,"Ukraine launches drones on Moscow, other regions, Russian officials say",
2024-08-30,unknown,This new Russian military recruiting video is nuts,
2024-08-30,unknown,Borrell Vows to Be Remembered as Chief Russophobe in Context of Ukraine Conflict - Lavrov,
2024-08-30,rt,WATCH Russian missiles wipe out Ukrainian armor column,
2024-08-30,unknown,"In The Chaos Of the Kursk Invasion, Fast-Moving Ukrainians Captured Seven Russian Tanks—And Gave Up 10 Infantry Vehicles",
2024-08-30,rt,Polish PM threatens to block Ukraine’s EU bid,
2024-08-30,unknown,7 killed by Russian attacks as Moscow pushes ahead in Ukraine's east,
2024-08-30,unknown,Ukraine's Zelenskyy presses US to greenlight deeper strikes into Russia,
2024-08-30,unknown,Ukraine government stops payments to Cargill on $700M debt,
2024-08-30,unknown,Ukraine's Zelenskiy presses U.S. to greenlight deeper strikes into Russia,
2024-08-30,unknown,Russian shelling kills at least 7 as Moscow drives deeper into Ukraine,
2024-08-30,rt,Lavrov draws parallels between Israel and Ukraine,
2024-08-30,unknown,‘Exemplary’ Ukrainian pilot killed in crash played key role in getting F-16 jets to the country,
2024-08-30,unknown,Small Businesses In Ukraine Band Together To Raise Their Profile Around The World As Many Contend With The Daily Challenges Of War,
2024-08-30,unknown,Ukraine Shoots Down Its Own F16,
2024-08-30,unknown,Russia's Kursk Residents Fled Kyiv Onslaught 'At Last Moment',
2024-08-30,unknown,Russia’s Kursk residents fled Kyiv onslaught ‘at last moment’,
2024-08-30,the-times-of-india,Ukraine braces for grim winter amid strikes on power plants,
2024-08-30,unknown,Can Ukraine save Pokrovsk?,
2024-08-30,fox-news,Vladimir Putin to make first ICC member state visit since arrest warrant issued for alleged child abduction,
2024-08-30,unknown,Ukraine Losing Air Force Commander in ‘Blame Game’ Highlights F-16 Drawbacks,
2024-08-30,unknown,‘Crazy’ Putin can’t protect Russians as Ukraine plans to expand to Belgorod region - Times Radio,
2024-08-30,unknown,Secret Ukraine mission even shocked country’s own top official: ‘Exploded’ myth that Russia is ‘invincible’,
2024-08-30,unknown,Russian Pundit Admits Zelensky 'Working Very Effectively' Amid Kursk Attack,
2024-08-30,newsweek,Russian Pundit Admits Zelensky 'Working Very Effectively' Amid Kursk Attack,
2024-08-30,unknown,Ukrainians Call for 'Ghost of Kyiv' Pilot To Get Country's Highest Honor,
2024-08-30,newsweek,Ukrainians Call for 'Ghost of Kyiv' Pilot To Get Country's Highest Honor,
2024-08-30,unknown,Zelensky Dismisses the Head of the Air Force Days After F-16 Crash - The New York Times,
2024-08-30,unknown,"Russia-Ukraine war: List of key events, day 918 - Al Jazeera English",
2024-08-30,fox-news,WATCH: Ukraine fighter ace bombing run destroys river crossing in Kursk,
2024-08-30,rt,NATO and Ukraine held top-secret Dresden meeting – Bild,
2024-08-30,the-times-of-india,India's 'Nostradamus' predicts when the Russia-Ukraine conflict could end!,
2024-08-30,unknown,India A Major Geopolitical Actor: Ex-Diplomat On PM's Russia-Ukraine Visit,
2024-08-30,unknown,Behind Russia's Nuclear Posturing,
2024-08-30,unknown,Ukraine Air Force Chief Fired After F-16 Crash Gives Cryptic Response - Newsweek,
2024-08-30,unknown,Germany's AfD and BSW are Russia's best friends,
2024-08-31,unknown,"At Least 41 Injured, Including 5 Children, as Russia Launches Ballistic Missiles at Kharkiv - Kyiv Post",
2024-08-31,rt,Ukrainian F-16 crash ‘probably’ not friendly fire – NYT,
2024-08-31,unknown,Russia says it intercepted more than 150 Ukrainian drones in ‘massive’ raid - Al Jazeera English,
2024-08-31,unknown,Russia says it downed over 150 drones in one of biggest Ukrainian drone attacks of the war,
2024-08-31,abc-news-au,Moscow claims more than 150 drones downed in mass Ukrainian aerial attack across Russia,
2024-08-31,unknown,Russia repels massive Ukrainian drone attack,
2024-08-31,unknown,Russia Warns Kremlin Changing Nuclear War Policy in Response to West,
2024-08-31,newsweek,Russia Warns Kremlin Changing Nuclear War Policy in Response to West,
2024-08-31,unknown,Kharkiv Hit By Missiles After Ukraine Launches Mass Drone Attack On Russia,
2024-08-31,unknown,Why Russian milbloggers and propagandists are freaking out about Telegram's CEO arrest - Kyiv Independent,
2024-08-31,unknown,Russia says it downed over 150 drones in one of Ukraine's biggest drone attacks of the war,
2024-08-31,unknown,Ukrainian drone strikes targets Russian energy infrastructure,
2024-08-31,unknown,"Russians Bomb Kharkiv, Ukraine Says, After Russia Reports Wave of Attacks - The New York Times",
2024-08-31,unknown,"Russia Says Repelled ""Massive"" Ukrainian Drone Attack On Energy Plants",
2024-08-31,unknown,Downed over 150 drones in biggest Ukrainian attack in ongoing war: Russia,
2024-08-31,unknown,Russia Says Repelled 'Massive' Ukrainian Drone Attack,
2024-08-31,unknown,Russia says repelled 'massive' Ukrainian drone attack,
2024-08-31,unknown,7 killed by Russian attacks as Moscow pushes ahead in Ukraine's east,
2024-08-31,al-jazeera-english,Russia says it intercepted more than 150 Ukrainian drones in ‘massive’ raid,
2024-08-31,the-irish-times,"Ukraine launches mass drone attack on Russia, but loses ground in east",
2024-08-31,unknown,"War in Ukraine – WP: Kyiv ‘gambles’ on Kursk, succeeds in slowing down Russia’s attack",
2024-08-31,unknown,"Ukrainian F-16 Pilot Killed, Fueling Rumors About First Downed ‘Falcon’",
2024-08-31,the-irish-times,Ukraine aspires to the International Criminal Court but ‘justice cannot be selective’,
2024-08-31,unknown,"As today's WaPo exposes, the Ukraine side is accelerating its own military defeat to Russia. This quote from a Ukrainian expert in the article unwittingly exposes the fatal flaw in their Kursk attack:",
2024-08-31,rt,EU’s tussle with Russia is ‘at behest of US’ – Kremlin,
2024-08-31,unknown,The Ukrainian Front in Donbas is Collapsing...,
2024-09-01,unknown,Putin Is Plotting: The Russian Air Force Is Dreaming Up a Comeback,
2024-09-01,unknown,Ukraine's bondholders approve crucial $20 billion debt restructuring,
2024-09-01,unknown,Nuke Watchdog Head To Visit Ukraine's Zaporizhzhia Nuclear Plant,
2024-09-01,unknown,News Wrap: Russian shelling casts shadow on first day of school in Ukraine,
2024-09-01,unknown,IAEA head to visit Zaporizhzhia nuclear plant then meet Zelenskiy in Kyiv,
2024-09-01,unknown,Ukraine criticizes Mongolia's failure to arrest Putin,
2024-09-01,unknown,Hundreds Of Ukrainian Troops Are About To Get Surrounded South Of Pokrovsk,
2024-09-01,unknown,Zelensky's final act of desperation (MY NOTES on 47 minute RUMBLE Video),
2024-09-01,unknown,"Head of Ukraine's power transmission network sacked, broadcaster says",
2024-09-01,unknown,Putin arrives in Mongolia despite ICC arrest warrant,
2024-09-01,unknown,Finland's Fortum Replaces Russian Nuclear Fuel With U.S. Fuel,
2024-09-01,rt,Ukraine threatens Mongolia over Putin visit,
2024-09-01,unknown,Ukraine the Underdog Takes a Risk,
2024-09-01,unknown,"Russia hits Kyiv with barrage of missiles as schools reopen I Ukraine: The Latest, Podcast",
2024-09-01,unknown,Putin’s visit to Mongolia defies ICC warrant and tests neutral nation’s ‘third neighbor’ diplomacy,
2024-09-01,unknown,"Putin not arrested by ICC member Mongolia, which could now face prosecution - POLITICO Europe",
2024-09-01,the-times-of-india,Ukraine's children return to school as Russia launches drones and ballistic missiles at Kyiv,
2024-09-01,the-times-of-india,U.S. researchers find probable launch site of Russia's new nuclear-powered missile,
2024-09-01,rt,NATO warns members against shooting down Russian missiles,
2024-09-01,unknown,US researchers find possible Russian nuclear missile launch site,
2024-09-01,unknown,"On the First Day of School, Russia Strikes",
2024-09-01,unknown,New Polish law makes school attendance mandatory for Ukrainian refugees,
2024-09-01,rt,Ukraine’s crackdown on Russian culture is ‘absurd’ – British ballet star,
2024-09-01,unknown,Ukraine unveiled a brand new drone military unit with the goal of specializing soldiers in operating unmanned systems,
2024-09-01,al-jazeera-english,"Ukraine, Russia escalate air attacks on each other’s cities",
2024-09-01,unknown,Kalashnikovs and combat drones on the curriculum for Russian schoolchildren,
2024-09-01,unknown,IAEA chief travels to Kiev amid fears for Zaporizhzhya nuclear plant,
2024-09-01,unknown,Ukraine war: Russian missiles target Kyiv on first day of school - BBC.com,
2024-09-01,unknown,Putin Blames The “Destructive Strategy of the West” for The Conflict With Ukraine,
2024-09-01,unknown,"In a Kyiv Classroom, Cries for Help From Children Scarred by War - The New York Times",
2024-09-01,newsweek,Top Russian General Detained in Putin's Military Purge,
2024-09-01,the-times-of-india,Kursk 'provocation' failed to stop Russia's Donetsk offensive: Russian President Putin,
2024-09-01,unknown,American restrictions on hitting Russia are hurting Ukraine,
2024-09-01,unknown,Putin arrives in Mongolia with no fear of war crimes arrest,
2024-09-01,unknown,Close Russian Partner Algeria Wants Wagner to Withdraw from Mali,
2024-09-01,rt,Soros-bankrolled group tells Asian state to arrest Putin,
2024-09-02,unknown,Atesh: the Ukrainian partisans taking on Russia,
